Molecule,Upper Manifold,J',Sym',#',Lower Manifold,"J""","Sym""","#""",Position,Intensity,Eupper,Elower,Spol,A,Width,Branch,Label
AsymmetricTop,Excited,18,O-,5,Ground,18,O+,3,10.8155268723656,2.51924482942091E-6,100.560476291466,89.7449494191004,0.0168057098993585,5.40656742038126E-7,0,"tQ5,13(18)",Excited v=1 18  8 10 - Ground v=0 18  5 13
AsymmetricTop,Excited,18,O-,3,Ground,18,O+,4,-16.6365534450611,7.68851109461496E-6,82.59120379852,99.2277572435811,0.0612324278211747,7.16957275612242E-6,0,"nQ7,11(18)",Excited v=1 18  4 14 - Ground v=0 18  7 11
AsymmetricTop,Excited,18,O-,4,Ground,18,O+,4,-10.184137514796,0.000416222751614526,89.0436197287851,99.2277572435811,3.31485892159509,8.90347478250652E-5,0,"pQ7,11(18)",Excited v=1 18  6 12 - Ground v=0 18  7 11
AsymmetricTop,Excited,18,O-,5,Ground,18,O+,4,1.33271904788488,0.000382583440280118,100.560476291466,99.2277572435811,3.04695052192056,1.83401521892475E-7,0,"rQ7,11(18)",Excited v=1 18  8 10 - Ground v=0 18  7 11
AsymmetricTop,Excited,18,O-,5,Ground,18,O+,5,-12.9080649001965,0.000270453080680943,100.560476291466,113.468541191662,2.81057235745739,0.000153709216906515,0,"pQ9,9(18)",Excited v=1 18  8 10 - Ground v=0 18  9  9
AsymmetricTop,Excited,18,O-,6,Ground,18,O+,5,2.4670260305144,0.000248308242542131,115.935567222177,113.468541191662,2.58044123905192,9.85228322636006E-7,0,"rQ9,9(18)",Excited v=1 18 10  8 - Ground v=0 18  9  9
AsymmetricTop,Excited,18,O-,6,Ground,18,O+,6,-15.6087825385864,0.000161112941608637,115.935567222177,131.544349760763,2.3470265221614,0.000226958684732848,0,"pQ11,7(18)",Excited v=1 18 10  8 - Ground v=0 18 11  7
AsymmetricTop,Excited,18,O-,7,Ground,18,O+,6,3.33729489620157,0.000144500128316655,134.881644656965,131.544349760763,2.10501794721582,1.98957939374469E-6,0,"rQ11,7(18)",Excited v=1 18 12  6 - Ground v=0 18 11  7
AsymmetricTop,Excited,18,O-,7,Ground,18,O+,7,-18.4595320070963,8.45628479997224E-5,134.881644656965,153.341176664061,1.85117669458586,0.000296095394146963,0,"pQ13,5(18)",Excited v=1 18 12  6 - Ground v=0 18 13  5
AsymmetricTop,Excited,18,O-,8,Ground,18,O+,7,4.00016731339775,7.23319541739381E-5,157.341343977459,153.341176664061,1.58342855057443,2.57723879515578E-6,0,"rQ13,5(18)",Excited v=1 18 14  4 - Ground v=0 18 13  5
