frequency,intensity,lower_state,upper_state
11.272505485983192,6.954945896215479e-06,"(0, 5, 0)","(2, 6, 1)"
11.27989445012713,8.401346649410207e-05,"(1, 8, 0)","(2, 9, 1)"
11.288520341377204,0.00015425290175972328,"(1, 9, 3)","(2, 10, 2)"
11.293754206918738,0.00026477274875611763,"(1, 10, 0)","(2, 11, 1)"
11.30013186792712,4.236870311583426e-05,"(11, 29, 2)","(11, 30, 3)"
11.30013186792712,4.236870311583432e-05,"(11, 29, 1)","(12, 30, 0)"
11.300288418816535,0.009250007039820516,"(5, 15, 2)","(5, 16, 3)"
11.300288419138326,0.009250007039843874,"(5, 15, 1)","(6, 16, 0)"
11.310803506368046,0.011800972006342732,"(5, 12, 3)","(6, 13, 2)"
11.310803506368089,0.011800972006341419,"(6, 12, 0)","(6, 13, 1)"
11.31675702406502,4.970610409276881e-05,"(1, 14, 3)","(3, 14, 2)"
11.320667086038554,3.775259447881892e-05,"(11, 28, 3)","(12, 29, 2)"
11.320667086038611,3.775259447882052e-05,"(12, 28, 0)","(12, 29, 1)"
11.32156883386611,0.0004204109066472362,"(1, 11, 3)","(2, 12, 2)"
11.336177702252002,0.003704258516896415,"(5, 21, 2)","(5, 22, 3)"
11.336179054513252,0.003704258553896655,"(5, 21, 1)","(6, 22, 0)"
11.342922312069021,2.106573518737518e-07,"(5, 25, 2)","(6, 24, 3)"
11.342990499128007,2.106574742027655e-07,"(5, 25, 1)","(7, 24, 0)"
11.347424955826511,1.2026784641335642e-07,"(6, 27, 3)","(7, 26, 2)"
11.34744474106239,1.2026787066489482e-07,"(5, 27, 0)","(7, 26, 1)"
11.354546885495836,0.00041346758486524135,"(2, 27, 0)","(3, 28, 1)"
11.364938825917676,0.008106655922339234,"(5, 16, 1)","(5, 17, 0)"
11.364938827652807,0.008106655922455455,"(5, 16, 2)","(6, 17, 3)"
11.370453154496317,2.2724592089006216e-05,"(3, 25, 2)","(5, 25, 3)"
11.37975393244804,0.001138667642374435,"(1, 20, 3)","(2, 21, 2)"
11.389587641277188,0.0044073613701587,"(5, 20, 1)","(5, 21, 0)"
11.389588067204443,0.004407361384413891,"(5, 20, 2)","(6, 21, 3)"
11.39238502987483,3.66197687437354e-05,"(0, 19, 0)","(2, 19, 1)"
11.393914153853842,0.0018614860806343999,"(6, 24, 0)","(6, 25, 1)"
11.393915289095617,0.0018614860991548493,"(5, 24, 3)","(6, 25, 2)"
11.394307661577216,0.001060821266821081,"(6, 26, 1)","(6, 27, 0)"
11.394307980058812,0.001060821270203891,"(6, 26, 2)","(7, 27, 3)"
11.398017262758586,0.0006073833307924379,"(1, 12, 0)","(2, 13, 1)"
11.398523692191844,1.77809263121384e-05,"(0, 16, 2)","(1, 16, 3)"
11.406391629782263,0.0070485150267676055,"(5, 17, 2)","(5, 18, 3)"
11.40639163785967,0.007048515027229271,"(5, 17, 1)","(6, 18, 0)"
11.418932172110516,0.005198209939773493,"(5, 19, 2)","(5, 20, 3)"
11.418932296545478,0.005198209944807757,"(5, 19, 1)","(6, 20, 0)"
11.421781921609863,0.0003057973263879936,"(8, 29, 3)","(8, 30, 2)"
11.421781921836327,0.00030579732638889227,"(7, 29, 0)","(8, 30, 1)"
11.424458238216857,0.006078544256042082,"(5, 18, 1)","(5, 19, 0)"
11.424458271560695,0.006078544257654745,"(5, 18, 2)","(6, 19, 3)"
11.436813284064925,5.7698558102590835e-08,"(2, 30, 2)","(5, 29, 3)"
11.444394186989797,0.01054766846587917,"(5, 13, 0)","(6, 14, 1)"
11.44439418698984,0.010547668465878473,"(6, 13, 3)","(6, 14, 2)"
11.448357202877446,5.809334762371916e-07,"(4, 18, 0)","(5, 17, 1)"
11.449419621535199,5.809331206707835e-07,"(3, 18, 3)","(5, 17, 2)"
11.450793179515358,4.114683992625666e-05,"(12, 26, 1)","(12, 27, 0)"
11.450793179515586,4.114683992626157e-05,"(12, 26, 2)","(13, 27, 3)"
11.457596973278953,5.949378461299659e-05,"(11, 29, 3)","(11, 30, 2)"
11.457596973279124,5.9493784612998285e-05,"(10, 29, 0)","(11, 30, 1)"
11.468758886204228,3.955933226391746e-05,"(2, 23, 0)","(4, 23, 1)"
11.472317943842256,5.8271389100147e-05,"(2, 19, 1)","(3, 19, 0)"
11.472428695852102,0.0007220665814754946,"(7, 27, 3)","(7, 28, 2)"
11.47242872575589,0.000722066581716038,"(6, 27, 0)","(7, 28, 1)"
11.481482528483241,0.00047688164753769845,"(7, 28, 1)","(7, 29, 0)"
11.48148253114664,0.0004768816475529886,"(7, 28, 2)","(8, 29, 3)"
11.516681447643066,0.002272965280660599,"(6, 23, 3)","(6, 24, 2)"
11.516681829811802,0.002272965288435293,"(5, 23, 0)","(6, 24, 1)"
11.522162016746336,4.7731604815326424e-05,"(11, 27, 0)","(12, 28, 1)"
11.52216201674645,4.773160481533046e-05,"(12, 27, 3)","(12, 28, 2)"
11.524585913141834,5.39808061729811e-05,"(11, 28, 2)","(12, 29, 3)"
11.524585913142062,5.3980806172983196e-05,"(11, 28, 1)","(11, 29, 0)"
11.535046652424214,3.297877755312034e-05,"(1, 23, 1)","(2, 23, 0)"
11.536219729349511,1.446603543547481e-05,"(0, 17, 3)","(1, 17, 2)"
11.544479056458258,0.000787943339815624,"(1, 13, 3)","(2, 14, 2)"
11.54650277193474,0.0002445299590409343,"(8, 29, 2)","(8, 30, 3)"
11.546502771940197,0.00024452995904096514,"(8, 29, 1)","(9, 30, 0)"
11.5532221317156,7.971194177597586e-08,"(0, 22, 0)","(2, 21, 1)"
11.55540525227606,0.009366708864982054,"(6, 14, 0)","(6, 15, 1)"
11.555405252276515,0.009366708864981624,"(5, 14, 3)","(6, 15, 2)"
11.556841689916041,6.224532217784742e-08,"(0, 28, 1)","(2, 27, 0)"
11.556902443348221,2.0246562101908387e-06,"(0, 9, 3)","(2, 9, 2)"
11.562097540244139,0.0013174980748639328,"(6, 25, 2)","(6, 26, 3)"
11.562097647475326,0.0013174980763007446,"(6, 25, 1)","(7, 26, 0)"
11.568838403618997,8.200086167950439e-05,"(10, 29, 2)","(10, 30, 3)"
11.568838403619054,8.200086167950383e-05,"(10, 29, 1)","(11, 30, 0)"
11.578900297381892,1.535462148154856e-05,"(1, 28, 3)","(3, 28, 2)"
11.607037127149113,5.12315696685772e-05,"(12, 25, 2)","(12, 26, 3)"
11.60703712714917,5.123156966857759e-05,"(12, 25, 1)","(13, 26, 0)"
11.61029206764674,0.00039643372967168523,"(0, 13, 1)","(1, 14, 0)"
11.615207262551678,0.002750894474586123,"(6, 22, 0)","(6, 23, 1)"
11.615207383654791,0.0027508944776256867,"(5, 22, 3)","(6, 23, 2)"
11.617199205860544,2.5901362543518598e-05,"(2, 12, 0)","(3, 12, 1)"
11.622935074417,0.00019160766513270485,"(8, 29, 0)","(9, 30, 1)"
11.622935074417057,0.00019160766513271054,"(9, 29, 3)","(9, 30, 2)"
11.624178140157092,1.6285952599644867e-05,"(0, 6, 3)","(2, 7, 2)"
11.628241891409054,0.0008278553725467303,"(0, 15, 0)","(1, 16, 1)"
11.6296637954229,4.607127570900273e-05,"(2, 17, 2)","(4, 17, 3)"
11.633665804555562,0.0001109175286612521,"(9, 29, 0)","(10, 30, 1)"
11.63366580455562,0.00011091752866125104,"(10, 29, 3)","(10, 30, 2)"
11.638887056051018,3.648783150393739e-05,"(1, 13, 0)","(3, 13, 1)"
11.643729388292769,0.008260380718715453,"(6, 15, 3)","(6, 16, 2)"
11.643729388295469,0.008260380718715188,"(5, 15, 0)","(6, 16, 1)"
11.651818696977102,0.00014720081699730054,"(9, 29, 1)","(10, 30, 0)"
11.6518186969775,0.00014720081699730458,"(9, 29, 2)","(9, 30, 3)"
11.653154245118913,0.00038928390986785096,"(8, 28, 0)","(8, 29, 1)"
11.653154245184453,0.0003892839098681694,"(7, 28, 3)","(8, 29, 2)"
11.661150597448682,0.0009041146713785755,"(7, 26, 0)","(7, 27, 1)"
11.661150607014065,0.0009041146714759801,"(6, 26, 3)","(7, 27, 2)"
11.672052177763476,7.838743762669091e-08,"(3, 26, 0)","(5, 25, 1)"
11.680176256604511,1.93850470559296e-05,"(1, 25, 3)","(2, 25, 2)"
11.682504375072654,7.577614029003465e-05,"(10, 28, 3)","(11, 29, 2)"
11.682504375072654,7.577614029004236e-05,"(11, 28, 0)","(11, 29, 1)"
11.683121794228612,2.1546371904714595e-05,"(3, 26, 2)","(4, 26, 3)"
11.68530678694708,5.8293263209886425e-08,"(0, 23, 1)","(2, 22, 0)"
11.689726811532068,0.003300320609337629,"(6, 21, 3)","(6, 22, 2)"
11.689726847391995,0.0033003206104364807,"(5, 21, 0)","(6, 22, 1)"
11.69142444333795,0.0006020559992203824,"(7, 27, 2)","(7, 28, 3)"
11.691424444149447,0.0006020559992263168,"(7, 27, 1)","(8, 28, 0)"
11.697722176375152,1.0420209785650587e-05,"(3, 29, 0)","(5, 29, 1)"
11.701106128719118,5.987094565616065e-05,"(12, 26, 0)","(12, 27, 1)"
11.701106128719346,5.987094565616251e-05,"(11, 26, 3)","(12, 27, 2)"
11.705726703202089,0.0016218837065430165,"(6, 24, 1)","(6, 25, 0)"
11.705726737354695,0.001621883707114334,"(6, 24, 2)","(7, 25, 3)"
11.705856490759793,2.202009835484537e-07,"(3, 12, 0)","(4, 11, 1)"
11.707556991901704,2.201956444321834e-07,"(2, 12, 3)","(4, 11, 2)"
11.708868774133094,4.584091832905698e-07,"(3, 15, 2)","(4, 14, 3)"
11.709247682394093,0.007231499495710284,"(6, 16, 0)","(6, 17, 1)"
11.709247682413405,0.007231499495712206,"(5, 16, 3)","(6, 17, 2)"
11.710260391655765,4.584053425867043e-07,"(3, 15, 1)","(5, 14, 0)"
11.726399191050803,6.82236156122561e-05,"(11, 27, 2)","(11, 28, 3)"
11.726399191050916,6.822361561225788e-05,"(11, 27, 1)","(12, 28, 0)"
11.72863261683628,3.722674887059323e-05,"(3, 21, 3)","(4, 21, 2)"
11.731344470747018,6.83205198596371e-08,"(2, 29, 1)","(5, 28, 0)"
11.735770309751274,8.203722415118287e-06,"(1, 30, 1)","(3, 30, 0)"
11.740456721847238,0.003925513437739051,"(6, 20, 0)","(6, 21, 1)"
11.740456731680354,0.003925513438103431,"(5, 20, 3)","(6, 21, 2)"
11.740822757409731,0.009245912760881894,"(6, 13, 2)","(6, 14, 3)"
11.740822757409745,0.009245912760881898,"(6, 13, 1)","(7, 14, 0)"
11.75139547153141,0.0008574432440093312,"(0, 14, 1)","(1, 15, 0)"
11.751829291311054,0.006282550696116934,"(6, 17, 3)","(6, 18, 2)"
11.751829291423263,0.006282550696123754,"(5, 17, 0)","(6, 18, 1)"
11.757263028944578,1.1099803617957384e-05,"(4, 28, 0)","(5, 28, 1)"
11.76759672653779,0.004629752430798242,"(6, 19, 3)","(6, 20, 2)"
11.767596729006442,0.00462975243090721,"(5, 19, 0)","(6, 20, 1)"
11.769663386844933,4.3367552847997146e-08,"(1, 11, 3)","(3, 10, 2)"
11.771331010794427,0.005415151833572566,"(6, 18, 0)","(6, 19, 1)"
11.771331011353595,0.005415151833601529,"(5, 18, 3)","(6, 19, 2)"
11.772920881423694,0.0009160888113444322,"(1, 14, 0)","(2, 15, 1)"
11.776038793691725,0.0003112301698721632,"(8, 28, 1)","(8, 29, 0)"
11.776038793692976,0.0003112301698721873,"(8, 28, 2)","(9, 29, 3)"
11.794303837011967,0.00010441443719624665,"(10, 28, 1)","(10, 29, 0)"
11.79430383701208,0.00010441443719624589,"(10, 28, 2)","(11, 29, 3)"
11.824649562426941,4.3560046825044484e-08,"(0, 29, 0)","(2, 28, 1)"
11.825402283167818,0.0019792219204331795,"(6, 23, 2)","(6, 24, 3)"
11.825402293394205,0.001979221920644421,"(6, 23, 1)","(7, 24, 0)"
11.825966163124264,0.0011222224852539182,"(7, 25, 3)","(7, 26, 2)"
11.825966166015405,0.0011222224852909567,"(6, 25, 0)","(7, 26, 1)"
11.851060622890088,0.00024386434693116348,"(9, 28, 0)","(9, 29, 1)"
11.851060622890316,0.00024386434693115592,"(8, 28, 3)","(9, 29, 2)"
11.852123177347224,0.008196508574819463,"(6, 14, 1)","(6, 15, 0)"
11.852123177347224,0.008196508574817707,"(6, 14, 2)","(7, 15, 3)"
11.857534816875727,7.450925222455594e-05,"(12, 25, 3)","(12, 26, 2)"
11.857534816875955,7.450925222455716e-05,"(11, 25, 0)","(12, 26, 1)"
11.857864779715896,2.2484803433812346e-05,"(0, 21, 2)","(2, 21, 3)"
11.85982388918245,0.00014120282195702625,"(10, 28, 0)","(10, 29, 1)"
11.859823889182508,0.00014120282195703317,"(9, 28, 3)","(10, 29, 2)"
11.860975040380083,0.0004913278361742312,"(8, 27, 3)","(8, 28, 2)"
11.86097504039833,0.0004913278361743535,"(7, 27, 0)","(8, 28, 1)"
11.869601378219045,0.00038764640708193496,"(0, 13, 3)","(1, 14, 2)"
11.874038564108503,1.8550350233340364e-07,"(2, 19, 3)","(4, 18, 2)"
11.877657721249932,0.0007535428789574928,"(7, 26, 1)","(7, 27, 0)"
11.877657721483615,0.0007535428789596495,"(7, 26, 2)","(8, 27, 3)"
11.878844735059204,0.0001873619113185597,"(9, 28, 2)","(10, 29, 3)"
11.878844735059204,0.0001873619113185649,"(9, 28, 1)","(9, 29, 0)"
11.884707828030457,9.573540199417134e-05,"(11, 27, 3)","(11, 28, 2)"
11.884707828030685,9.573540199416764e-05,"(10, 27, 0)","(11, 28, 1)"
11.904492482135709,4.227108515295103e-07,"(4, 20, 1)","(5, 19, 0)"
11.904810439663436,4.227113349925552e-07,"(4, 20, 2)","(6, 19, 3)"
11.905613732936217,8.553832164487747e-05,"(11, 26, 2)","(12, 27, 3)"
11.905613732936445,8.553832164487356e-05,"(11, 26, 1)","(11, 27, 0)"
11.908215521539404,5.1156351605928756e-05,"(2, 18, 2)","(3, 18, 3)"
11.917250185243272,2.6907907644373922e-06,"(0, 10, 0)","(2, 10, 1)"
11.921316393517316,0.0023945297661115534,"(6, 22, 1)","(6, 23, 0)"
11.921316396374948,0.0023945297661841646,"(6, 22, 2)","(7, 23, 3)"
11.94086258197055,0.007217757128495985,"(6, 15, 2)","(6, 16, 3)"
11.940862581970606,0.0072177571284949785,"(6, 15, 1)","(7, 16, 0)"
11.946484260974017,0.0006200572278419973,"(2, 24, 2)","(3, 25, 3)"
11.951301314716815,2.808883929147827e-05,"(0, 20, 3)","(2, 20, 2)"
11.959199581728221,2.5013530649059395e-05,"(1, 12, 3)","(3, 12, 2)"
11.967047332329173,0.0013809608025159193,"(7, 24, 0)","(7, 25, 1)"
11.967047333149907,0.0013809608025288727,"(6, 24, 3)","(7, 25, 2)"
11.982259472205897,0.00039278233741502403,"(8, 27, 2)","(8, 28, 3)"
11.98225947220618,0.0003927823374150048,"(8, 27, 1)","(9, 28, 0)"
11.988393494319126,1.1100636367017874e-05,"(1, 29, 0)","(3, 29, 1)"
11.989719143696437,3.022910510335793e-05,"(0, 7, 0)","(2, 8, 1)"
11.991481654098777,9.200797962972303e-05,"(11, 24, 3)","(12, 25, 2)"
11.991481654098777,9.200797962972717e-05,"(12, 24, 0)","(12, 25, 1)"
11.993647377115877,0.002872412054149344,"(6, 21, 2)","(6, 22, 3)"
11.993647377854273,0.0028724120541721103,"(6, 21, 1)","(7, 22, 0)"
11.996988938131892,0.0001318734967612996,"(10, 27, 1)","(11, 28, 0)"
11.996988938132063,0.00013187349676130203,"(10, 27, 2)","(10, 28, 3)"
12.005626521006349,2.4724767212194402e-05,"(1, 24, 2)","(2, 24, 3)"
12.006948046752967,0.006310985760729072,"(6, 16, 1)","(6, 17, 0)"
12.006948046753195,0.00631098576072947,"(6, 16, 2)","(7, 17, 3)"
12.026781763501702,3.7818894989126466e-05,"(2, 22, 3)","(4, 22, 2)"
12.03391244867126,4.6974005368866437e-08,"(2, 30, 3)","(5, 29, 2)"
12.040327888080554,0.0009350985709646564,"(7, 25, 2)","(7, 26, 3)"
12.040327888143423,0.0009350985709654272,"(7, 25, 1)","(8, 26, 0)"
12.042560829186044,0.0034168739518092616,"(6, 20, 1)","(6, 21, 0)"
12.04256082936044,0.003416873951815637,"(6, 20, 2)","(7, 21, 3)"
12.045369432427151,0.0006148632426661403,"(8, 26, 0)","(8, 27, 1)"
12.045369432431528,0.0006148632426662517,"(7, 26, 3)","(8, 27, 2)"
12.050277334875062,0.005477389712885884,"(6, 17, 2)","(6, 18, 3)"
12.05027733487637,0.005477389712885707,"(6, 17, 1)","(7, 18, 0)"
12.056053543002633,0.00030778348394580493,"(9, 27, 3)","(9, 28, 2)"
12.056053543002633,0.00030778348394577967,"(8, 27, 0)","(9, 28, 1)"
12.062269494713291,0.00010640208851543985,"(11, 25, 1)","(12, 26, 0)"
12.062269494713462,0.00010640208851544068,"(11, 25, 2)","(11, 26, 3)"
12.063108392353229,0.00017828473052726215,"(9, 27, 0)","(10, 28, 1)"
12.0631083923534,0.00017828473052727386,"(10, 27, 3)","(10, 28, 2)"
12.06425508080548,0.00011998336979772995,"(11, 26, 0)","(11, 27, 1)"
12.06425508080548,0.00011998336979773241,"(10, 26, 3)","(11, 27, 2)"
12.066692601653266,1.3764106060309382e-05,"(0, 17, 1)","(1, 17, 0)"
12.067573938828591,4.678362937050056e-05,"(0, 9, 1)","(2, 10, 0)"
12.068210437018536,0.004031146932876359,"(6, 19, 2)","(6, 20, 3)"
12.068210437055626,0.004031146932878168,"(6, 19, 1)","(7, 20, 0)"
12.0694679777298,0.0002766599569871098,"(2, 28, 3)","(3, 29, 2)"
12.070008621228567,4.325328004798094e-08,"(0, 29, 2)","(2, 28, 3)"
12.070738668555862,0.004717547190738055,"(6, 18, 1)","(6, 19, 0)"
12.070738668562853,0.004717547190738121,"(6, 18, 2)","(7, 19, 3)"
12.079013629589191,1.297854653946784e-07,"(1, 15, 2)","(3, 14, 3)"
12.081191239061575,1.6063262527018108e-05,"(2, 11, 3)","(3, 11, 2)"
12.082882080367256,0.00023650982459780102,"(9, 27, 1)","(10, 28, 0)"
12.082882080367426,0.00023650982459780053,"(9, 27, 2)","(9, 28, 3)"
12.084474733436679,0.0009649642616182268,"(1, 15, 3)","(2, 16, 2)"
12.084554638449049,0.0016848882903559169,"(7, 23, 3)","(7, 24, 2)"
12.08455463866619,0.0016848882903599581,"(6, 23, 0)","(7, 24, 1)"
12.10296989721516,0.007023613252837213,"(6, 14, 3)","(7, 15, 2)"
12.10296989721519,0.007023613252838294,"(7, 14, 0)","(7, 15, 1)"
12.116175768992719,7.681478476987071e-08,"(2, 28, 2)","(5, 27, 3)"
12.122243503263022,0.0009213562320981621,"(1, 18, 2)","(2, 19, 3)"
12.145421861018988,5.6784939715668195e-08,"(0, 23, 3)","(2, 22, 2)"
12.165267922514886,0.0004915550272521791,"(8, 26, 2)","(9, 27, 3)"
12.165267922515,0.0004915550272521157,"(8, 26, 1)","(8, 27, 0)"
12.176948338370948,0.00016521075490273936,"(10, 26, 1)","(10, 27, 0)"
12.176948338371119,0.00016521075490274177,"(10, 26, 2)","(11, 27, 3)"
12.178638005626652,0.002038413253085824,"(7, 22, 0)","(7, 23, 1)"
12.178638005679915,0.0020384132530872124,"(6, 22, 3)","(7, 23, 2)"
12.179571527221043,0.0011505915676235804,"(7, 24, 1)","(7, 25, 0)"
12.179571527236874,0.0011505915676237794,"(7, 24, 2)","(8, 25, 3)"
12.191978445653149,0.006175602751146656,"(7, 15, 3)","(7, 16, 2)"
12.191978445653348,0.006175602751146121,"(6, 15, 0)","(7, 16, 1)"
12.196404378736815,0.0001313226942350984,"(11, 24, 1)","(11, 25, 0)"
12.196404378737213,0.00013132269423508233,"(11, 24, 2)","(12, 25, 3)"
12.206455361064684,0.0007629925755841478,"(8, 25, 3)","(8, 26, 2)"
12.206455361065764,0.0007629925755841495,"(7, 25, 0)","(8, 26, 1)"
12.21654032963194,0.0008171672607554922,"(1, 21, 0)","(2, 22, 1)"
12.221191517436125,0.00014917993724474562,"(10, 25, 0)","(11, 26, 1)"
12.221191517436239,0.00014917993724474117,"(11, 25, 3)","(11, 26, 2)"
12.224698454121494,2.868306292075283e-07,"(5, 22, 0)","(6, 21, 1)"
12.22479193634561,2.868308045996321e-07,"(4, 22, 3)","(6, 21, 2)"
12.238000237787048,0.0003852412521651062,"(9, 26, 0)","(9, 27, 1)"
12.238000237787219,0.00038524125216515896,"(8, 26, 3)","(9, 27, 2)"
12.243582331137759,0.00022327563894225183,"(9, 26, 3)","(10, 27, 2)"
12.243582331137986,0.00022327563894223334,"(10, 26, 0)","(10, 27, 1)"
12.249437414250394,0.002445644325082676,"(7, 21, 3)","(7, 22, 2)"
12.249437414262388,0.002445644325083122,"(6, 21, 0)","(7, 22, 1)"
12.258440853345036,0.005392754803367352,"(6, 16, 3)","(7, 17, 2)"
12.258440853345093,0.005392754803367339,"(7, 16, 0)","(7, 17, 1)"
12.264004112233636,0.00029610288865518293,"(9, 26, 2)","(10, 27, 3)"
12.26400411223375,0.00029610288865513946,"(9, 26, 1)","(9, 27, 0)"
12.267974809804201,1.5817204937836996e-05,"(1, 11, 0)","(3, 11, 1)"
12.295516814795576,0.0014039077680922806,"(7, 23, 2)","(7, 24, 3)"
12.295516814799214,0.0014039077680921116,"(7, 23, 1)","(8, 24, 0)"
12.29708345585368,0.00291023961078882,"(7, 20, 0)","(7, 21, 1)"
12.297083455856125,0.0029102396107889656,"(6, 20, 3)","(7, 21, 2)"
12.30227559799107,0.004675309526090594,"(6, 17, 0)","(7, 18, 1)"
12.30227559799107,0.004675309526090886,"(7, 17, 3)","(7, 18, 2)"
12.308054252453019,0.0001608314915658404,"(11, 23, 1)","(12, 24, 0)"
12.308054252453246,0.0001608314915658693,"(11, 23, 2)","(11, 24, 3)"
12.321697794264082,0.0034352669512236417,"(7, 19, 3)","(7, 20, 2)"
12.321697794264622,0.0034352669512234283,"(6, 19, 0)","(7, 20, 1)"
12.323393546913906,0.004023091383841993,"(7, 18, 0)","(7, 19, 1)"
12.323393546914048,0.004023091383842194,"(6, 18, 3)","(7, 19, 2)"
12.325161637348913,0.0006100621771727731,"(8, 25, 1)","(9, 26, 0)"
12.325161637348913,0.0006100621771727534,"(8, 25, 2)","(8, 26, 3)"
12.334233946489235,0.00020532181308170579,"(10, 25, 2)","(10, 26, 3)"
12.334233946489292,0.0002053218130817079,"(10, 25, 1)","(11, 26, 0)"
12.344343953508314,0.0009389272571792143,"(8, 24, 0)","(8, 25, 1)"
12.344343953508826,0.0009389272571792977,"(7, 24, 3)","(8, 25, 2)"
12.346326228157551,3.9628343940442544e-07,"(4, 17, 3)","(5, 16, 2)"
12.346744298548657,3.9628342174666925e-07,"(3, 17, 0)","(5, 16, 1)"
12.348163420077569,3.589049779034551e-05,"(2, 16, 1)","(4, 16, 0)"
12.349926307238228,3.0872773477245005e-06,"(0, 11, 3)","(2, 11, 2)"
12.354125753175026,4.306790528538101e-05,"(2, 17, 1)","(3, 17, 0)"
12.355560188189429,0.00018402507418202116,"(11, 24, 0)","(11, 25, 1)"
12.355560188189486,0.00018402507418201097,"(10, 24, 3)","(11, 25, 2)"
12.372332118512702,6.1136929046221e-08,"(6, 28, 1)","(7, 27, 0)"
12.372334325297572,6.113693060890308e-08,"(6, 28, 2)","(8, 27, 3)"
12.37435303923246,2.149095107941148e-05,"(3, 25, 1)","(4, 25, 0)"
12.379935539890358,4.77885683477616e-05,"(0, 8, 3)","(2, 9, 2)"
12.387317134303629,1.0858670611722208e-05,"(0, 18, 0)","(1, 18, 1)"
12.388283972044064,0.001698841405664884,"(7, 22, 1)","(7, 23, 0)"
12.388283972044803,0.001698841405664995,"(7, 22, 2)","(8, 23, 3)"
12.39325308116122,0.0007449757104594043,"(0, 15, 2)","(1, 16, 3)"
12.396982568567921,0.00047823614488936325,"(8, 25, 0)","(9, 26, 1)"
12.396982568567921,0.000478236144889357,"(9, 25, 3)","(9, 26, 2)"
12.397244977332804,0.005176931205380375,"(7, 15, 1)","(8, 16, 0)"
12.39724497733286,0.005176931205380475,"(7, 15, 2)","(7, 16, 3)"
12.401305547686377,0.0002773683134843492,"(9, 25, 0)","(10, 26, 1)"
12.401305547686434,0.0002773683134843108,"(10, 25, 3)","(10, 26, 2)"
12.409312642326483,1.822711339954605e-07,"(5, 24, 1)","(6, 23, 0)"
12.409339745306198,1.8227117696152873e-07,"(5, 24, 2)","(7, 23, 3)"
12.409374325416252,2.1470964091845178e-05,"(3, 24, 1)","(5, 24, 0)"
12.413578136910331,7.963585007048295e-06,"(1, 30, 3)","(3, 30, 2)"
12.422280449459265,0.0003676997999836287,"(9, 25, 2)","(9, 26, 3)"
12.422280449459436,0.00036769979998367986,"(9, 25, 1)","(10, 26, 0)"
12.42324540563996,8.192327036165351e-08,"(1, 27, 0)","(4, 26, 1)"
12.428434516892963,6.50755909322864e-08,"(1, 28, 3)","(4, 27, 2)"
12.438136949378716,4.093265901564297e-08,"(0, 24, 2)","(2, 23, 3)"
12.440154184302884,1.3898295851642648e-05,"(1, 26, 0)","(2, 26, 1)"
12.441877092928657,7.932218481190198e-08,"(3, 11, 3)","(4, 10, 2)"
12.442453826200904,7.932156697667112e-08,"(2, 11, 0)","(4, 10, 1)"
12.45798564665347,0.002038976990935104,"(7, 21, 2)","(7, 22, 3)"
12.457985646653555,0.002038976990935257,"(7, 21, 1)","(8, 22, 0)"
12.458494269413904,1.0879913723962626e-07,"(6, 26, 0)","(7, 25, 1)"
12.458502039135169,1.0879914596804331e-07,"(5, 26, 3)","(7, 25, 2)"
12.459139842293382,0.0011459145398323523,"(8, 23, 3)","(8, 24, 2)"
12.45913984229341,0.0011459145398321857,"(7, 23, 0)","(8, 24, 1)"
12.462032716780868,0.0007509184771513021,"(8, 24, 1)","(8, 25, 0)"
12.462032716781039,0.0007509184771512951,"(8, 24, 2)","(9, 25, 3)"
12.463960456833462,0.0045147012343492885,"(7, 16, 2)","(8, 17, 3)"
12.46396045683349,0.004514701234349311,"(7, 16, 1)","(7, 17, 0)"
12.464415851202794,9.079728784005597e-06,"(2, 10, 0)","(3, 10, 1)"
12.467401836005195,0.00022524841644952362,"(11, 23, 3)","(11, 24, 2)"
12.467401836005308,0.00022524841644950294,"(10, 23, 0)","(11, 24, 1)"
12.468894992878006,0.00025315340547765226,"(10, 24, 2)","(11, 25, 3)"
12.468894992878234,0.00025315340547765497,"(10, 24, 1)","(10, 25, 0)"
12.471928472046088,0.0009380844417686944,"(1, 16, 0)","(2, 17, 1)"
12.473210575876806,0.0003318734781733569,"(0, 14, 2)","(1, 15, 3)"
12.499523753715266,1.8345382212592147e-05,"(1, 25, 1)","(2, 25, 0)"
12.504727232918412,0.002427569990615199,"(7, 20, 2)","(8, 21, 3)"
12.504727232918441,0.002427569990615008,"(7, 20, 1)","(7, 21, 0)"
12.50814190562113,0.003909571750097938,"(7, 17, 2)","(7, 18, 3)"
12.508141905621159,0.0039095717500973615,"(7, 17, 1)","(8, 18, 0)"
12.510661128330668,1.0837687909065762e-05,"(3, 28, 3)","(5, 28, 2)"
12.51604040414395,9.75530553427571e-08,"(1, 26, 3)","(4, 25, 2)"
12.51925904030999,0.000667986568100712,"(0, 16, 3)","(1, 17, 2)"
12.526262675486919,2.5392668266119517e-07,"(3, 14, 1)","(4, 13, 0)"
12.526779136669433,2.539259709029224e-07,"(3, 14, 2)","(5, 13, 3)"
12.528607139117355,0.002867436631051907,"(7, 19, 2)","(7, 20, 3)"
12.528607139117412,0.0028674366310518034,"(7, 19, 1)","(8, 20, 0)"
12.529717009290096,0.003360866115311044,"(7, 18, 2)","(8, 19, 3)"
12.529717009290124,0.0033608661153107728,"(7, 18, 1)","(7, 19, 0)"
12.531006906655861,2.133279652099072e-05,"(0, 21, 0)","(2, 21, 1)"
