frequency,intensity,lower_state,upper_state
-17.551510797394485,0.001532939702791103,"(1, 28, 3)","(1, 28, 2)"
-17.549770459728762,0.0015330090755773824,"(1, 28, 1)","(1, 28, 0)"
-17.54332313052265,8.320879345317258e-05,"(2, 17, 0)","(1, 17, 1)"
-17.52739436955207,6.56743594289901e-06,"(4, 27, 2)","(2, 28, 3)"
-17.5123475969079,0.002592227973592944,"(2, 18, 1)","(1, 17, 0)"
-17.51202770022399,3.7708394301643825e-05,"(3, 14, 2)","(1, 14, 3)"
-17.503630547119982,1.3479611264224093e-05,"(1, 16, 3)","(0, 16, 2)"
-17.48511540498054,0.0012776546660471584,"(2, 17, 3)","(1, 16, 2)"
-17.483733133955354,2.5699287334237298e-05,"(8, 28, 1)","(7, 29, 0)"
-17.483733133754583,2.5699287334261323e-05,"(8, 28, 2)","(8, 29, 3)"
-17.477730565075774,0.010953916462811148,"(4, 14, 1)","(3, 13, 0)"
-17.47772603525341,0.010953917461466879,"(4, 14, 2)","(4, 13, 3)"
-17.476537172462102,0.004132345860378266,"(2, 20, 3)","(2, 19, 2)"
-17.467210064985466,0.002282922121988127,"(4, 25, 0)","(4, 25, 1)"
-17.45224139593006,0.0022834186768982733,"(5, 25, 3)","(4, 25, 2)"
-17.446392305370125,2.211645381571524e-05,"(2, 12, 0)","(0, 11, 1)"
-17.427728609965683,0.0003239259931839683,"(3, 21, 2)","(2, 21, 3)"
-17.42718135178282,0.002642402445022705,"(5, 19, 0)","(5, 19, 1)"
-17.427181244164586,0.002642402447524588,"(6, 19, 3)","(5, 19, 2)"
-17.42308680159727,1.5067186267037719e-06,"(2, 9, 1)","(0, 8, 0)"
-17.410217641411663,0.00024923666835342725,"(1, 15, 3)","(0, 14, 2)"
-17.384991828741825,3.6035868326963903e-07,"(4, 12, 1)","(2, 13, 0)"
-17.380703859684054,3.604139341938634e-07,"(4, 12, 2)","(3, 13, 3)"
-17.37670607918028,0.0005669272332317378,"(3, 27, 2)","(3, 26, 3)"
-17.36950591650765,0.0026968326406602663,"(5, 22, 2)","(4, 22, 3)"
-17.36942079215993,0.0026968350840423073,"(5, 22, 1)","(5, 22, 0)"
-17.33976598509365,0.0015961870893646125,"(6, 15, 1)","(5, 15, 0)"
-17.339765985091105,0.001596187089364716,"(6, 15, 2)","(6, 15, 3)"
-17.332510747698066,0.007347340969986338,"(3, 17, 2)","(2, 16, 3)"
-17.328256448882826,0.012956226178575916,"(5, 12, 0)","(4, 11, 1)"
-17.32825644693589,0.012956226178965902,"(4, 12, 3)","(4, 11, 2)"
-17.303857772799972,2.851602804351215e-05,"(8, 27, 2)","(7, 28, 3)"
-17.303857772741594,2.8516028043512373e-05,"(8, 27, 1)","(8, 28, 0)"
-17.297782673146042,1.4121014633507784e-05,"(3, 9, 3)","(1, 8, 2)"
-17.27513347131911,0.007366486556169776,"(3, 17, 1)","(3, 16, 0)"
-17.27369062892484,5.383697805634409e-06,"(4, 26, 3)","(3, 27, 2)"
-17.272955618936592,0.005133379294747283,"(3, 18, 0)","(2, 17, 1)"
-17.262923659584203,0.0017588396755827537,"(2, 28, 2)","(1, 28, 3)"
-17.252574481100993,5.0286153767790316e-05,"(2, 18, 0)","(0, 18, 1)"
-17.241422411823585,2.133125238106871e-06,"(3, 11, 3)","(0, 11, 2)"
-17.23765384772949,0.0017601454060827192,"(2, 28, 0)","(1, 28, 1)"
-17.21998578072848,0.0042506198906988625,"(2, 24, 0)","(2, 23, 1)"
-17.21691392983226,0.0001672687761374603,"(5, 30, 0)","(5, 29, 1)"
-17.21585106362852,1.4718506489566428e-06,"(3, 19, 1)","(1, 20, 0)"
-17.203532484178737,2.7677039069925144e-05,"(3, 13, 1)","(1, 13, 0)"
-17.18825726054424,6.654134372554924e-07,"(4, 13, 2)","(2, 14, 3)"
-17.184396244084894,0.001712332034774816,"(4, 28, 1)","(4, 28, 0)"
-17.18117014818006,0.0020178881663073054,"(4, 27, 1)","(3, 27, 0)"
-17.178203975576167,0.0001541750162017831,"(3, 30, 2)","(4, 29, 3)"
-17.17783835445062,6.656715379423699e-07,"(4, 13, 1)","(3, 14, 0)"
-17.17329114987899,0.0001672664153687559,"(4, 30, 3)","(5, 29, 2)"
-17.152977872676303,1.8854070230599108e-06,"(3, 23, 3)","(1, 24, 2)"
-17.1444989657748,3.093306130248449e-05,"(8, 26, 1)","(7, 27, 0)"
-17.144498965758828,3.093306130248379e-05,"(8, 26, 2)","(8, 27, 3)"
-17.14065703074641,0.0006500853919169158,"(1, 15, 0)","(0, 14, 1)"
-17.132499215200752,0.0002943941837666913,"(3, 21, 3)","(1, 21, 2)"
-17.114966252871113,0.0002861501233485325,"(3, 29, 0)","(4, 28, 1)"
-17.099414555574043,3.7507498789933234e-06,"(3, 25, 2)","(1, 26, 3)"
-17.079154019574343,1.471209880214967e-05,"(2, 9, 0)","(1, 8, 1)"
-17.038323626374932,0.010377852994116539,"(0, 27, 1)","(0, 26, 0)"
-17.03832348229338,0.010377852997110401,"(0, 27, 3)","(0, 26, 2)"
-17.032821292711503,7.474698403192324e-06,"(4, 26, 1)","(2, 27, 0)"
-17.016012974755526,0.00028914958462912885,"(3, 20, 1)","(2, 20, 0)"
-17.013546112544546,0.002751140218632877,"(5, 18, 3)","(5, 18, 2)"
-17.013546083481458,0.002751140219339864,"(6, 18, 0)","(5, 18, 1)"
-17.009476814053272,0.0012389035050922427,"(6, 14, 2)","(5, 14, 3)"
-17.009476814053045,0.0012389035050925697,"(6, 14, 1)","(6, 14, 0)"
-17.005760835040746,3.270648745453549e-05,"(8, 25, 2)","(7, 26, 3)"
-17.00576083503671,3.2706487454544504e-05,"(8, 25, 1)","(8, 26, 0)"
-17.001257977842556,1.099039247270618e-06,"(4, 14, 1)","(2, 15, 0)"
-16.98988559554752,0.009041400444372882,"(0, 26, 3)","(0, 25, 2)"
-16.989862259027134,0.009041400656250049,"(0, 26, 1)","(0, 25, 0)"
-16.98246534031867,0.004664549517694603,"(2, 23, 1)","(2, 22, 0)"
-16.977806912262935,1.1000514823270024e-06,"(4, 14, 2)","(3, 15, 3)"
-16.97567733476218,0.009941239343562539,"(4, 15, 3)","(3, 14, 2)"
-16.97513475292078,0.009941387732650178,"(3, 15, 0)","(3, 14, 1)"
-16.954542969621613,0.004828312270007643,"(2, 19, 0)","(2, 18, 1)"
-16.952545716795385,0.0026491219292742118,"(4, 24, 3)","(4, 24, 2)"
-16.949080481235058,0.0008878105153556314,"(0, 27, 0)","(0, 27, 1)"
-16.949076502270657,0.0008878105979404157,"(0, 27, 2)","(0, 27, 3)"
-16.94511475665078,0.002649399749543323,"(5, 24, 0)","(4, 24, 1)"
-16.938194988439683,1.8963469159817855e-05,"(3, 12, 2)","(1, 12, 3)"
-16.89973231274186,0.0029977580463785482,"(5, 21, 1)","(4, 21, 0)"
-16.899699579384702,0.0029977590902443944,"(5, 21, 2)","(5, 21, 3)"
-16.89590539302003,0.0077512717717869726,"(1, 25, 1)","(1, 24, 0)"
-16.894389350562136,0.007751263063843251,"(1, 25, 3)","(1, 24, 2)"
-16.893398722112323,0.0019225372503887178,"(2, 28, 3)","(2, 28, 2)"
-16.887742180447503,3.35726166110675e-05,"(8, 24, 1)","(7, 25, 0)"
-16.887742180446452,3.3572616611049095e-05,"(8, 24, 2)","(8, 25, 3)"
-16.871666941653046,0.0019338804429847056,"(3, 28, 3)","(3, 28, 2)"
-16.83598789038129,0.0003714872929703101,"(4, 28, 0)","(4, 27, 1)"
-16.831717687550338,0.0002534813641401855,"(4, 29, 2)","(4, 28, 3)"
-16.823865119635215,1.6700141943456808e-06,"(4, 15, 2)","(2, 16, 3)"
-16.816503864759028,0.0014923664910447448,"(1, 27, 1)","(0, 27, 0)"
-16.81635705526756,0.001492371904643345,"(1, 27, 3)","(0, 27, 2)"
-16.816056965669276,3.0915320439772357e-06,"(1, 28, 2)","(0, 29, 3)"
-16.8159784732386,3.091538525584342e-06,"(1, 28, 0)","(0, 29, 1)"
-16.79701136302512,6.109372796898099e-06,"(4, 27, 0)","(3, 28, 1)"
-16.790560809388666,0.0020434783477810948,"(4, 27, 2)","(4, 27, 3)"
-16.79053697464363,3.3270667390859914e-05,"(8, 23, 2)","(7, 24, 3)"
-16.790536974643402,3.327066739085724e-05,"(8, 23, 1)","(8, 24, 0)"
-16.782620531619656,0.0063787812026416995,"(1, 24, 3)","(1, 23, 2)"
-16.775893924981915,0.0023072104019390754,"(2, 24, 1)","(2, 23, 0)"
-16.774558947790524,1.6734883788934331e-06,"(4, 15, 1)","(3, 16, 0)"
-16.77004532979778,2.2506914060568922e-07,"(2, 17, 1)","(0, 18, 0)"
-16.767220422046737,1.1745599449977484e-06,"(3, 10, 0)","(0, 10, 1)"
-16.76411951761274,0.00023477999507468257,"(3, 19, 2)","(2, 19, 3)"
-16.746621561977264,2.3575103540090683e-06,"(2, 12, 1)","(0, 12, 0)"
-16.7425694863702,0.012271797695236779,"(4, 13, 2)","(3, 12, 3)"
-16.742568405980528,0.012271797957709808,"(4, 13, 1)","(4, 12, 0)"
-16.733240591443362,0.006377328715876184,"(1, 24, 1)","(1, 23, 0)"
-16.714355570928035,0.0016727743834070348,"(3, 29, 3)","(2, 29, 2)"
-16.714234792960013,3.157684550731264e-05,"(8, 22, 2)","(8, 23, 3)"
-16.714234792959985,3.157684550733826e-05,"(8, 22, 1)","(7, 23, 0)"
-16.710233976841927,1.510947084579606e-05,"(1, 16, 1)","(0, 16, 0)"
-16.709944883578636,8.718110914364821e-05,"(2, 16, 3)","(1, 16, 2)"
-16.706556819529112,1.1982612830791948e-05,"(3, 11, 1)","(1, 11, 0)"
-16.700822614339685,0.0007177741020088816,"(6, 13, 1)","(5, 13, 0)"
-16.70082261433967,0.0007177741020086116,"(6, 13, 2)","(6, 13, 3)"
-16.686812800412504,0.0006011872821181451,"(2, 14, 2)","(1, 13, 3)"
-16.67377296823522,7.591244735154245e-06,"(3, 8, 0)","(1, 7, 1)"
-16.662642611582754,8.069885117667311e-06,"(4, 25, 2)","(2, 26, 3)"
-16.661616084689356,4.4307411833054476e-05,"(3, 14, 1)","(2, 14, 0)"
-16.660771337015206,0.0019400286754355184,"(2, 28, 1)","(2, 28, 0)"
-16.65897088291129,6.690318241121711e-06,"(1, 29, 0)","(0, 30, 1)"
-16.658921186411902,2.835208824973156e-05,"(8, 21, 2)","(7, 22, 3)"
-16.658921186411817,2.8352088249736012e-05,"(8, 21, 1)","(8, 22, 0)"
-16.657981025229276,6.6905045693916025e-06,"(1, 29, 2)","(0, 30, 3)"
-16.657181589519155,3.0123831667423662e-05,"(3, 13, 2)","(2, 13, 3)"
-16.65704951268482,2.3764705474380516e-06,"(4, 16, 1)","(2, 17, 0)"
-16.649139597751173,4.43278265684934e-06,"(8, 17, 2)","(7, 18, 3)"
-16.649139597751116,4.432782656843461e-06,"(8, 17, 1)","(8, 18, 0)"
-16.638109503178917,6.397091336703295e-05,"(3, 15, 2)","(2, 15, 3)"
-16.636874560803136,0.014339241705935011,"(5, 11, 3)","(4, 10, 2)"
-16.636874560608724,0.014339241705980004,"(4, 11, 0)","(4, 10, 1)"
-16.636553537087437,0.00017790036607484607,"(3, 18, 1)","(2, 18, 0)"
-16.633147822698305,0.002012694830670156,"(3, 28, 2)","(2, 28, 3)"
-16.62467800491075,2.360580029601127e-05,"(8, 20, 2)","(8, 21, 3)"
-16.624678004910635,2.3605800296000834e-05,"(8, 20, 1)","(7, 21, 0)"
-16.6213106244806,0.00025292282991946994,"(4, 29, 1)","(5, 28, 0)"
-16.620798378924945,0.0027879470471083296,"(5, 17, 0)","(5, 17, 1)"
-16.620798371832066,0.0027879470472843395,"(6, 17, 3)","(5, 17, 2)"
-16.619713449657525,1.0842190528122371e-05,"(8, 18, 2)","(8, 19, 3)"
-16.619713449657468,1.0842190528124311e-05,"(8, 18, 1)","(7, 19, 0)"
-16.615158133293892,6.178059718239264e-05,"(2, 11, 2)","(0, 10, 3)"
-16.61379442389844,6.964316761794232e-06,"(4, 26, 0)","(2, 27, 1)"
-16.6132998170799,1.976244643966445e-05,"(3, 12, 1)","(2, 12, 0)"
-16.61243855635692,0.002405246583136183,"(4, 26, 2)","(3, 26, 3)"
-16.61158367675958,1.757796384459149e-05,"(8, 19, 2)","(7, 20, 3)"
-16.61158367675938,1.757796384459927e-05,"(8, 19, 1)","(8, 20, 0)"
-16.607241823563044,9.141000888550847e-05,"(3, 16, 1)","(2, 16, 0)"
-16.60287881107459,0.00023045326855585422,"(3, 29, 1)","(4, 28, 0)"
-16.601887992543453,0.0019090323381188337,"(1, 27, 0)","(1, 27, 1)"
-16.59873090223917,0.0019091941059137618,"(1, 27, 2)","(1, 27, 3)"
-16.596098752366245,0.00012904127990904894,"(3, 17, 2)","(2, 17, 3)"
-16.589867479767705,8.839952200001986e-07,"(2, 18, 3)","(0, 19, 2)"
-16.578472036354157,0.00013003326558883377,"(5, 30, 1)","(5, 29, 0)"
-16.574619812483093,0.00013003596115979712,"(5, 30, 2)","(6, 29, 3)"
-16.56742481929852,7.722818838213946e-06,"(2, 8, 3)","(1, 7, 2)"
-16.5596702976609,2.3872281674152367e-06,"(4, 16, 2)","(3, 17, 3)"
-16.557344534137073,1.5467464821325928e-06,"(3, 18, 2)","(1, 19, 3)"
-16.532780697045766,0.008537940546174603,"(3, 16, 1)","(2, 15, 0)"
-16.531035685091688,5.593840153287417e-05,"(2, 16, 2)","(0, 16, 3)"
-16.529113805929953,1.2211563732770343e-05,"(3, 11, 2)","(2, 11, 3)"
-16.524245002379388,0.0015058727988668892,"(3, 30, 1)","(3, 30, 0)"
-16.50586174766653,0.008547659392679801,"(3, 16, 2)","(3, 15, 3)"
-16.503288013357306,3.204486598218647e-06,"(4, 17, 2)","(2, 18, 3)"
-16.50096733580017,6.828528482951086e-06,"(3, 10, 2)","(1, 10, 3)"
-16.48071100514673,0.0011189213198871152,"(3, 25, 3)","(3, 24, 2)"
-16.455495707795336,0.003037131715015779,"(4, 23, 0)","(4, 23, 1)"
-16.451956610938623,0.003037280257470184,"(5, 23, 3)","(4, 23, 2)"
-16.449491405634546,0.0032812830980254166,"(5, 20, 2)","(4, 20, 3)"
-16.449479531662433,0.003281283512955606,"(5, 20, 1)","(5, 20, 0)"
-16.412655354079604,6.8849413569591255e-06,"(3, 10, 1)","(2, 10, 0)"
-16.409827452518517,5.101821446517664e-07,"(3, 9, 3)","(0, 9, 2)"
-16.403083430051282,9.122054370190547e-07,"(2, 8, 2)","(0, 7, 3)"
-16.402087784352943,8.297107415094144e-06,"(4, 24, 1)","(2, 25, 0)"
-16.393571793164725,0.005691908305245894,"(2, 18, 3)","(2, 17, 2)"
-16.371591714510885,0.002420954427097463,"(4, 26, 1)","(4, 26, 0)"
-16.366908519783863,4.126758859609007e-06,"(4, 18, 1)","(2, 19, 0)"
-16.33391137382307,6.974395025194027e-06,"(4, 28, 3)","(3, 29, 2)"
-16.322043573645743,3.2352462913095264e-06,"(4, 17, 1)","(3, 18, 0)"
-16.31905064783966,2.329546351933116e-07,"(2, 18, 0)","(0, 19, 1)"
-16.318533380377943,0.00637784910575117,"(3, 17, 3)","(2, 16, 2)"
-16.315845063101396,3.365379828603174e-06,"(3, 9, 1)","(1, 9, 0)"
-16.30724915904527,0.004990467872348255,"(2, 22, 2)","(2, 21, 3)"
-16.288273532437444,0.0022066560017838205,"(2, 27, 1)","(1, 27, 0)"
-16.2762314060887,3.3766912427590046e-06,"(3, 9, 2)","(2, 9, 3)"
-16.254295290452006,5.101167624764677e-06,"(4, 19, 2)","(2, 20, 3)"
-16.249091730974115,0.002729990757751886,"(5, 16, 3)","(5, 16, 2)"
-16.24909172943964,0.002729990757788765,"(6, 16, 0)","(5, 16, 1)"
-16.24549242322854,0.002209592562592586,"(2, 27, 3)","(1, 27, 2)"
-16.236805658571114,8.153340704460089e-06,"(4, 23, 2)","(2, 24, 3)"
-16.22093624989435,0.011235707983807436,"(4, 14, 0)","(3, 13, 1)"
-16.22075398775906,0.01123576287040036,"(3, 14, 3)","(3, 13, 2)"
-16.219811509449876,0.0002961699496702285,"(1, 14, 2)","(0, 13, 3)"
-16.20350734655608,0.00458979508678374,"(2, 23, 3)","(2, 22, 2)"
-16.198443512510977,0.0015969251152673741,"(4, 30, 0)","(3, 30, 1)"
-16.187708635795836,1.7585072378827438e-05,"(1, 15, 0)","(0, 15, 1)"
-16.173903375699993,6.069617434094426e-06,"(4, 20, 1)","(2, 21, 0)"
-16.171351835184865,0.012078864809241155,"(0, 26, 2)","(0, 25, 3)"
-16.17135153425403,0.012078864815266557,"(0, 26, 0)","(0, 25, 1)"
-16.167307670297347,0.0037039422809545335,"(2, 17, 2)","(1, 16, 3)"
-16.16229868296004,1.6429399275135766e-07,"(3, 8, 0)","(0, 8, 1)"
-16.15835215075029,0.0001833461127183617,"(2, 19, 2)","(1, 19, 3)"
-16.152705829460672,7.682199013033352e-06,"(4, 22, 1)","(2, 23, 0)"
-16.14770439664873,1.3133861343451256e-06,"(3, 8, 2)","(1, 8, 3)"
-16.140215079059175,0.0023738110235997844,"(3, 27, 0)","(3, 27, 1)"
-16.136076267367017,6.958414710448256e-06,"(4, 21, 2)","(2, 22, 3)"
-16.13197919356606,1.3150295207002454e-06,"(3, 8, 1)","(2, 8, 0)"
-16.123006242675274,0.010449338637944863,"(0, 25, 0)","(0, 24, 1)"
-16.12295984101253,0.010449338880181592,"(0, 25, 2)","(0, 24, 3)"
-16.07913252785989,3.3221241549028076e-06,"(3, 7, 3)","(1, 6, 2)"
-16.078191409921544,9.77130209920715e-05,"(6, 30, 0)","(6, 29, 1)"
-16.077928770205915,9.771324015720119e-05,"(5, 30, 3)","(6, 29, 2)"
-16.07466684042285,0.0028322050716075805,"(4, 25, 1)","(3, 25, 0)"
-16.06323252894032,0.0010825672505983695,"(0, 26, 3)","(0, 26, 2)"
-16.063224563066456,0.001082567455796293,"(0, 26, 1)","(0, 26, 0)"
-16.048600351332908,4.209237496384777e-06,"(4, 18, 2)","(3, 19, 3)"
-16.04680282414732,0.0008107168354146696,"(1, 15, 2)","(0, 14, 3)"
-16.034664283524073,3.3436732315927747e-06,"(2, 7, 0)","(1, 6, 1)"
-16.0300233529193,0.008861701442219726,"(1, 24, 2)","(1, 23, 3)"
-16.029301456343127,0.013642271099862572,"(4, 12, 1)","(3, 11, 0)"
-16.02930124021691,0.013642271157383125,"(4, 12, 2)","(4, 11, 3)"
-16.027925626206354,3.44929844972972e-05,"(8, 29, 3)","(7, 30, 2)"
-16.02792560450183,3.449298450172624e-05,"(7, 29, 0)","(7, 30, 1)"
-16.02718871474721,0.008861661572620015,"(1, 24, 0)","(1, 23, 1)"
-16.022285173266283,1.5038836233172574e-06,"(3, 17, 1)","(1, 18, 0)"
-16.022132722141976,0.0003601814690525535,"(3, 28, 3)","(4, 27, 2)"
-16.019084467609645,0.0035311261251604036,"(5, 19, 1)","(4, 19, 0)"
-16.019080432514045,0.0035311262772646733,"(5, 19, 2)","(5, 19, 3)"
-15.994938563659566,3.1752448874916594e-07,"(3, 7, 1)","(1, 7, 0)"
-15.989629845671033,0.00020313157265541723,"(5, 29, 3)","(5, 28, 2)"
-15.989583542115223,3.1765433631493584e-07,"(3, 7, 2)","(2, 7, 3)"
-15.984213072099635,8.542807013327974e-05,"(2, 15, 0)","(1, 15, 1)"
-15.976146818835048,0.003438356087099773,"(4, 22, 3)","(4, 22, 2)"
-15.974534054389778,0.003438431589906409,"(5, 22, 0)","(4, 22, 1)"
-15.9683077712521,0.0004082659064156681,"(3, 20, 0)","(1, 20, 1)"
-15.967830100853675,0.015783562212098794,"(5, 10, 0)","(4, 9, 1)"
-15.9678301008435,0.01578356221210018,"(4, 10, 3)","(4, 9, 2)"
-15.966619369934335,0.00020313611390162628,"(4, 29, 0)","(5, 28, 1)"
-15.946964881736776,0.00030443207418582295,"(1, 14, 0)","(0, 13, 1)"
-15.93987734797048,3.0164356752926823e-05,"(2, 11, 3)","(0, 10, 2)"
-15.935721348858223,0.007144844522050881,"(1, 23, 0)","(1, 22, 1)"
-15.93295392631859,0.0028416843150404344,"(4, 25, 2)","(4, 25, 3)"
-15.928005022830618,0.0004674605500979524,"(2, 13, 1)","(1, 12, 0)"
-15.921740925024864,7.938733760850742e-06,"(4, 29, 0)","(3, 30, 1)"
-15.917763288950454,0.0024254217420979314,"(2, 27, 0)","(2, 27, 1)"
-15.909310122231716,0.0018323684433215962,"(1, 26, 2)","(0, 26, 3)"
-15.909030481498263,0.001832381415344467,"(1, 26, 0)","(0, 26, 1)"
-15.905832938923567,0.0018284984262102756,"(2, 16, 0)","(1, 15, 1)"
-15.903587384107688,0.0007379736243414598,"(1, 14, 3)","(0, 13, 2)"
-15.898567111571822,0.0025515222068416836,"(5, 15, 0)","(5, 15, 1)"
-15.89856711128536,0.00255152220684793,"(6, 15, 3)","(5, 15, 2)"
-15.8963142625349,0.0003276707173899042,"(3, 28, 2)","(4, 27, 3)"
-15.890386420018473,3.981233405390593e-06,"(1, 27, 1)","(0, 28, 0)"
-15.890235765122526,3.981249898636175e-06,"(1, 27, 3)","(0, 28, 2)"
-15.850827952950723,0.007140836721223188,"(1, 23, 2)","(1, 22, 3)"
-15.844997198727214,1.1493805173579607e-06,"(2, 20, 1)","(0, 21, 0)"
-15.831953077337857,3.952332304583092e-05,"(8, 28, 0)","(7, 29, 1)"
-15.831953070011764,3.952332304751336e-05,"(7, 28, 3)","(7, 29, 2)"
-15.796988871135454,0.0006554115726301842,"(3, 26, 1)","(3, 25, 0)"
-15.788161919754629,0.006715013184363418,"(2, 17, 0)","(2, 16, 1)"
-15.757853497029565,0.009796706429571367,"(3, 15, 2)","(2, 14, 3)"
-15.753156389635251,6.062240250084026e-06,"(3, 24, 1)","(1, 25, 0)"
-15.746043051862536,0.009801333494713611,"(3, 15, 1)","(3, 14, 0)"
-15.744989084611689,9.191314385228214e-06,"(4, 25, 3)","(2, 26, 2)"
-15.740036906940901,0.002524301457543929,"(3, 27, 1)","(2, 27, 0)"
-15.730155464742417,2.3589552731465838e-06,"(2, 11, 2)","(0, 11, 3)"
-15.726803070202706,5.309467299492643e-06,"(4, 19, 1)","(3, 20, 0)"
-15.701877492037468,0.00526327232709282,"(2, 21, 1)","(2, 20, 0)"
-15.689098324348663,8.761861963278265e-06,"(1, 28, 3)","(0, 29, 2)"
-15.687282486687792,8.762326332823506e-06,"(1, 28, 1)","(0, 29, 0)"
-15.679072508962566,5.052843161988797e-05,"(2, 10, 1)","(0, 9, 0)"
-15.670292367195373,0.002360904013743962,"(1, 26, 3)","(1, 26, 2)"
-15.669151312440533,7.126172208380685e-05,"(6, 30, 1)","(6, 29, 0)"
-15.669137047257323,7.12617328366006e-05,"(6, 30, 2)","(7, 29, 3)"
-15.66462197039479,0.0023612768649011557,"(1, 26, 1)","(1, 26, 0)"
-15.65597984127595,4.4453173027676445e-05,"(8, 27, 3)","(7, 28, 2)"
-15.655979838918483,4.445317302826847e-05,"(7, 27, 0)","(7, 28, 1)"
-15.64746211485351,1.0713537996841246e-06,"(2, 17, 0)","(0, 18, 1)"
-15.610974541279504,1.3366051755445525e-06,"(3, 16, 2)","(1, 17, 3)"
-15.608783889346086,0.003727910314514757,"(5, 18, 2)","(4, 18, 3)"
-15.608782615829611,0.0037279103653681863,"(5, 18, 1)","(5, 18, 0)"
-15.597148339679215,3.0179541942798994e-07,"(2, 16, 2)","(0, 17, 3)"
-15.595791170136252,7.827147957989298e-05,"(2, 17, 3)","(0, 17, 2)"
-15.571708453432308,0.0019542453734064484,"(4, 29, 3)","(3, 29, 2)"
-15.56935404448889,0.0022237282196445516,"(5, 14, 3)","(5, 14, 2)"
-15.569354044444538,0.002223728219646097,"(6, 14, 0)","(5, 14, 1)"
-15.562964109275583,0.0032951474172300274,"(4, 24, 2)","(3, 24, 3)"
-15.562646812283646,0.002464558434461203,"(2, 27, 2)","(2, 27, 3)"
-15.560127844655483,4.388691455002335e-08,"(13, 30, 0)","(13, 29, 1)"
-15.560127844655312,4.388691455000343e-08,"(12, 30, 3)","(13, 29, 2)"
-15.556829890830869,3.3183414305922656e-06,"(3, 22, 0)","(1, 23, 1)"
-15.555184446013214,0.00030720393065125287,"(4, 28, 1)","(4, 27, 0)"
-15.514778726107608,0.0038412422624858806,"(4, 21, 0)","(4, 21, 1)"
-15.514077920115056,0.0038412785459372403,"(5, 21, 3)","(4, 21, 2)"
-15.508617733520111,9.489773933452121e-07,"(3, 6, 0)","(1, 5, 1)"
-15.500148673619265,4.8991560287850104e-05,"(8, 26, 0)","(7, 27, 1)"
-15.50014867289957,4.8991560288066274e-05,"(7, 26, 3)","(7, 27, 2)"
-15.49339101412505,9.509492633617983e-07,"(2, 6, 3)","(1, 5, 2)"
-15.49161423948116,4.2007246206089766e-07,"(2, 7, 1)","(0, 6, 0)"
-15.487306515447024,0.012582945119079111,"(4, 13, 3)","(3, 12, 2)"
-15.487251574750474,0.012582963237060098,"(3, 13, 0)","(3, 12, 1)"
-15.483210730549615,0.0033007615535318147,"(4, 24, 1)","(4, 24, 0)"
-15.47335148824402,0.002200899945074739,"(3, 28, 0)","(2, 28, 1)"
-15.469836848656655,0.002868684635265985,"(3, 26, 3)","(3, 26, 2)"
-15.455735004368435,6.645794896224539e-05,"(2, 15, 1)","(0, 15, 0)"
-15.442038922640485,0.0076795927448944515,"(3, 16, 0)","(2, 15, 1)"
-15.43664222288372,9.865101890753695e-08,"(3, 11, 1)","(1, 12, 0)"
-15.435808710431616,0.00030693961358405514,"(4, 28, 2)","(5, 27, 3)"
-15.428274635196075,0.0023524569157148973,"(2, 23, 2)","(2, 22, 3)"
-15.421020604551387,0.00044823229108680203,"(4, 27, 3)","(4, 26, 2)"
-15.416898367719824,1.2837108813008594e-05,"(2, 29, 1)","(1, 30, 0)"
-15.4012245277668,1.2843530473231677e-05,"(2, 29, 3)","(1, 30, 2)"
-15.39371542940674,0.00015628627782723157,"(5, 29, 2)","(5, 28, 3)"
-15.391863470733597,0.00015628800203042187,"(5, 29, 1)","(6, 28, 0)"
-15.365668645655518,0.0020344908492369493,"(3, 29, 2)","(3, 29, 3)"
-15.364593491815413,5.2787786470448284e-05,"(8, 25, 3)","(7, 26, 2)"
-15.364593491607991,5.278778647050952e-05,"(7, 25, 0)","(7, 26, 1)"
-15.36105507263246,7.785585207452295e-05,"(2, 14, 3)","(1, 14, 2)"
-15.349085401039773,6.561641950208307e-06,"(4, 20, 2)","(3, 21, 3)"
-15.338086332860499,0.015059064541136981,"(4, 11, 2)","(3, 10, 3)"
-15.338086298769262,0.015059064551024381,"(4, 11, 1)","(4, 10, 0)"
-15.33422412024214,5.051359552147667e-05,"(7, 30, 0)","(7, 29, 1)"
-15.334223491056832,5.051359590302131e-05,"(6, 30, 3)","(7, 29, 2)"
-15.33393900818038,0.0027489038792311016,"(2, 26, 2)","(1, 26, 3)"
-15.324309036268176,1.0692573120374192e-06,"(3, 15, 1)","(1, 16, 0)"
-15.323025810708188,0.013937952072581292,"(0, 25, 1)","(0, 24, 0)"
-15.323025183702327,0.01393795208365826,"(0, 25, 3)","(0, 24, 2)"
